,country,year,sex,age,cases
20994,MZ,2005,m,35-44,0
20995,MZ,2006,m,35-44,0
20996,MZ,2007,m,35-44,0
20997,MZ,2008,m,35-44,0
20998,0,1985,m,35-44,0
20999,0,1986,m,35-44,0
21000,0,1987,m,35-44,0
21001,0,1988,m,35-44,0
21002,0,1989,m,35-44,0
21003,0,1990,m,35-44,0
21004,0,1991,m,35-44,0
21005,0,1992,m,35-44,0
21006,0,1993,m,35-44,0
21007,0,1995,m,35-44,113
21008,0,1996,m,35-44,472
21009,0,1997,m,35-44,479
21010,0,1998,m,35-44,541
21011,0,1999,m,35-44,613
21012,0,2000,m,35-44,665
21013,0,2001,m,35-44,732
21014,0,2002,m,35-44,750
21015,0,2003,m,35-44,838
21016,0,2004,m,35-44,866
21017,0,2005,m,35-44,874
21018,0,2006,m,35-44,799
21019,0,2007,m,35-44,786
21020,0,2008,m,35-44,757
21021,NC,1980,m,35-44,0
21022,NC,1981,m,35-44,0
21023,NC,1982,m,35-44,0
21024,NC,1983,m,35-44,0
21025,NC,1984,m,35-44,0
21026,NC,1985,m,35-44,0
21027,NC,1986,m,35-44,0
21028,NC,1987,m,35-44,0
21029,NC,1988,m,35-44,0
21030,NC,1989,m,35-44,0
21031,NC,1990,m,35-44,0
21032,NC,1991,m,35-44,0
21033,NC,1992,m,35-44,0
21034,NC,1993,m,35-44,0
21035,NC,1994,m,35-44,0
21036,NC,1995,m,35-44,4
21037,NC,1996,m,35-44,3
21038,NC,1997,m,35-44,0
21039,NC,1998,m,35-44,0
21040,NC,1999,m,35-44,1
21041,NC,2000,m,35-44,4
21042,NC,2001,m,35-44,1
21043,NC,2002,m,35-44,1
21044,NC,2003,m,35-44,1
21045,NC,2004,m,35-44,3
21046,NC,2005,m,35-44,0
21047,NC,2006,m,35-44,1
21048,NC,2007,m,35-44,2
21049,NC,2008,m,35-44,0
21050,NE,1980,m,35-44,0
21051,NE,1981,m,35-44,0
21052,NE,1982,m,35-44,0
21053,NE,1983,m,35-44,0
21054,NE,1984,m,35-44,0
21055,NE,1985,m,35-44,0
21056,NE,1986,m,35-44,0
21057,NE,1987,m,35-44,0
21058,NE,1988,m,35-44,0
21059,NE,1989,m,35-44,0
21060,NE,1990,m,35-44,0
21061,NE,1993,m,35-44,0
21062,NE,1994,m,35-44,0
21063,NE,1995,m,35-44,0
21064,NE,1996,m,35-44,0
21065,NE,1997,m,35-44,215
21066,NE,1998,m,35-44,399
21067,NE,1999,m,35-44,0
21068,NE,2000,m,35-44,441
21069,NE,2001,m,35-44,0
21070,NE,2002,m,35-44,0
21071,NE,2003,m,35-44,779
21072,NE,2004,m,35-44,0
21073,NE,2005,m,35-44,819
21074,NE,2006,m,35-44,909
21075,NE,2007,m,35-44,958
21076,NE,2008,m,35-44,852
21077,NG,1980,m,35-44,0
21078,NG,1981,m,35-44,0
21079,NG,1982,m,35-44,0
21080,NG,1983,m,35-44,0
21081,NG,1984,m,35-44,0
21082,NG,1985,m,35-44,0
21083,NG,1986,m,35-44,0
21084,NG,1987,m,35-44,0
21085,NG,1988,m,35-44,0
21086,NG,1989,m,35-44,0
21087,NG,1990,m,35-44,0
21088,NG,1991,m,35-44,0
21089,NG,1992,m,35-44,0
21090,NG,1993,m,35-44,0
21091,NG,1994,m,35-44,0
21092,NG,1995,m,35-44,937
21093,NG,1996,m,35-44,1791
21094,NG,1997,m,35-44,1177
21095,NG,1998,m,35-44,1282
21096,NG,1999,m,35-44,0
21097,NG,2000,m,35-44,1836
21098,NG,2001,m,35-44,2076
21099,NG,2002,m,35-44,2283
21100,NG,2003,m,35-44,3590
21101,NG,2004,m,35-44,4262
21102,NG,2005,m,35-44,4544
21103,NG,2006,m,35-44,5517
21104,NG,2007,m,35-44,5776
21105,NG,2008,m,35-44,6210
21106,NI,1980,m,35-44,0
21107,NI,1981,m,35-44,0
21108,NI,1982,m,35-44,0
21109,NI,1983,m,35-44,0
21110,NI,1984,m,35-44,0
21111,NI,1985,m,35-44,0
21112,NI,1986,m,35-44,0
21113,NI,1987,m,35-44,0
21114,NI,1988,m,35-44,0
21115,NI,1989,m,35-44,0
21116,NI,1990,m,35-44,0
21117,NI,1991,m,35-44,0
21118,NI,1992,m,35-44,0
21119,NI,1993,m,35-44,0
21120,NI,1994,m,35-44,0
21121,NI,1995,m,35-44,175
21122,NI,1996,m,35-44,191
21123,NI,1997,m,35-44,163
21124,NI,1998,m,35-44,155
21125,NI,1999,m,35-44,167
21126,NI,2000,m,35-44,147
21127,NI,2001,m,35-44,139
21128,NI,2002,m,35-44,140
21129,NI,2003,m,35-44,135
21130,NI,2004,m,35-44,105
21131,NI,2005,m,35-44,116
21132,NI,2006,m,35-44,129
21133,NI,2007,m,35-44,144
21134,NI,2008,m,35-44,130
21135,NL,1980,m,35-44,0
21136,NL,1981,m,35-44,0
21137,NL,1982,m,35-44,0
21138,NL,1983,m,35-44,0
21139,NL,1984,m,35-44,0
21140,NL,1985,m,35-44,0
21141,NL,1986,m,35-44,0
21142,NL,1987,m,35-44,0
21143,NL,1988,m,35-44,0
21144,NL,1989,m,35-44,0
21145,NL,1990,m,35-44,0
21146,NL,1991,m,35-44,0
21147,NL,1992,m,35-44,0
21148,NL,1993,m,35-44,0
21149,NL,1994,m,35-44,0
21150,NL,1995,m,35-44,75
21151,NL,1996,m,35-44,46
21152,NL,1997,m,35-44,47
21153,NL,1998,m,35-44,41
21154,NL,1999,m,35-44,32
21155,NL,2000,m,35-44,41
21156,NL,2001,m,35-44,33
21157,NL,2002,m,35-44,39
21158,NL,2003,m,35-44,38
21159,NL,2004,m,35-44,37
21160,NL,2005,m,35-44,23
21161,NL,2006,m,35-44,31
21162,NL,2007,m,35-44,28
21163,NL,2008,m,35-44,26
21164,NO,1980,m,35-44,0
21165,NO,1981,m,35-44,0
21166,NO,1982,m,35-44,0
21167,NO,1983,m,35-44,0
21168,NO,1984,m,35-44,0
21169,NO,1985,m,35-44,0
21170,NO,1986,m,35-44,0
21171,NO,1987,m,35-44,0
21172,NO,1988,m,35-44,0
21173,NO,1989,m,35-44,0
21174,NO,1990,m,35-44,0
21175,NO,1991,m,35-44,0
21176,NO,1992,m,35-44,0
21177,NO,1993,m,35-44,0
21178,NO,1994,m,35-44,0
21179,NO,1995,m,35-44,6
21180,NO,1996,m,35-44,14
21181,NO,1997,m,35-44,7
21182,NO,1998,m,35-44,3
21183,NO,1999,m,35-44,3
21184,NO,2000,m,35-44,3
21185,NO,2001,m,35-44,8
21186,NO,2002,m,35-44,4
21187,NO,2003,m,35-44,4
21188,NO,2004,m,35-44,6
21189,NO,2005,m,35-44,6
21190,NO,2006,m,35-44,5
21191,NO,2007,m,35-44,2
21192,NO,2008,m,35-44,7
21193,NP,1980,m,35-44,0
21194,NP,1981,m,35-44,0
21195,NP,1982,m,35-44,0
21196,NP,1983,m,35-44,0
21197,NP,1984,m,35-44,0
21198,NP,1985,m,35-44,0
21199,NP,1986,m,35-44,0
21200,NP,1987,m,35-44,0
21201,NP,1988,m,35-44,0
21202,NP,1989,m,35-44,0
21203,NP,1990,m,35-44,0
21204,NP,1991,m,35-44,0
21205,NP,1993,m,35-44,0
21206,NP,1994,m,35-44,0
21207,NP,1995,m,35-44,0
21208,NP,1996,m,35-44,1221
21209,NP,1997,m,35-44,0
21210,NP,1998,m,35-44,1500
21211,NP,1999,m,35-44,1703
21212,NP,2000,m,35-44,1713
21213,NP,2001,m,35-44,1743
21214,NP,2002,m,35-44,1686
21215,NP,2003,m,35-44,1619
21216,NP,2004,m,35-44,1652
21217,NP,2005,m,35-44,1722
21218,NP,2006,m,35-44,1640
21219,NP,2007,m,35-44,1636
21220,NP,2008,m,35-44,1558
21221,NR,1980,m,35-44,0
21222,NR,1981,m,35-44,0
21223,NR,1982,m,35-44,0
21224,NR,1983,m,35-44,0
21225,NR,1984,m,35-44,0
21226,NR,1985,m,35-44,0
21227,NR,1986,m,35-44,0
21228,NR,1987,m,35-44,0
21229,NR,1988,m,35-44,0
21230,NR,1989,m,35-44,0
21231,NR,1990,m,35-44,0
21232,NR,1994,m,35-44,0
21233,NR,1998,m,35-44,0
21234,NR,1999,m,35-44,0
21235,NR,2000,m,35-44,0
21236,NR,2001,m,35-44,1
21237,NR,2002,m,35-44,0
21238,NR,2003,m,35-44,0
21239,NR,2004,m,35-44,0
21240,NR,2005,m,35-44,0
21241,NR,2006,m,35-44,0
21242,NR,2007,m,35-44,1
21243,NR,2008,m,35-44,0
21244,NU,1980,m,35-44,0
21245,NU,1981,m,35-44,0
21246,NU,1982,m,35-44,0
21247,NU,1983,m,35-44,0
21248,NU,1984,m,35-44,0
21249,NU,1985,m,35-44,0
21250,NU,1986,m,35-44,0
21251,NU,1987,m,35-44,0
21252,NU,1988,m,35-44,0
21253,NU,1990,m,35-44,0
21254,NU,1992,m,35-44,0
21255,NU,1993,m,35-44,0
21256,NU,1994,m,35-44,0
21257,NU,1995,m,35-44,0
21258,NU,1996,m,35-44,0
21259,NU,1997,m,35-44,0
21260,NU,1998,m,35-44,0
21261,NU,1999,m,35-44,0
21262,NU,2000,m,35-44,0
21263,NU,2001,m,35-44,0
21264,NU,2002,m,35-44,0
21265,NU,2003,m,35-44,0
21266,NU,2004,m,35-44,0
21267,NU,2005,m,35-44,0
21268,NU,2006,m,35-44,0
21269,NU,2007,m,35-44,0
21270,NU,2008,m,35-44,0
21271,NZ,1980,m,35-44,0
21272,NZ,1981,m,35-44,0
21273,NZ,1982,m,35-44,0
21274,NZ,1983,m,35-44,0
21275,NZ,1984,m,35-44,0
21276,NZ,1985,m,35-44,0
21277,NZ,1986,m,35-44,0
21278,NZ,1987,m,35-44,0
21279,NZ,1988,m,35-44,0
21280,NZ,1989,m,35-44,0
21281,NZ,1990,m,35-44,0
21282,NZ,1991,m,35-44,0
21283,NZ,1992,m,35-44,0
21284,NZ,1993,m,35-44,0
21285,NZ,1994,m,35-44,0
21286,NZ,1995,m,35-44,3
21287,NZ,1996,m,35-44,9
21288,NZ,1997,m,35-44,3
21289,NZ,1998,m,35-44,8
21290,NZ,1999,m,35-44,4
21291,NZ,2000,m,35-44,6
21292,NZ,2001,m,35-44,7
21293,NZ,2002,m,35-44,5
21294,NZ,2003,m,35-44,6
21295,NZ,2004,m,35-44,10
21296,NZ,2005,m,35-44,6
21297,NZ,2006,m,35-44,8
21298,NZ,2007,m,35-44,7
21299,NZ,2008,m,35-44,9
21300,OM,1980,m,35-44,0
21301,OM,1981,m,35-44,0
21302,OM,1982,m,35-44,0
21303,OM,1983,m,35-44,0
21304,OM,1984,m,35-44,0
21305,OM,1985,m,35-44,0
21306,OM,1986,m,35-44,0
21307,OM,1987,m,35-44,0
21308,OM,1988,m,35-44,0
21309,OM,1989,m,35-44,0
21310,OM,1990,m,35-44,0
21311,OM,1991,m,35-44,0
21312,OM,1992,m,35-44,0
21313,OM,1993,m,35-44,0
21314,OM,1994,m,35-44,0
21315,OM,1995,m,35-44,7
21316,OM,1996,m,35-44,8
21317,OM,1997,m,35-44,14
21318,OM,1998,m,35-44,8
21319,OM,1999,m,35-44,23
21320,OM,2000,m,35-44,11
21321,OM,2001,m,35-44,12
21322,OM,2002,m,35-44,20
21323,OM,2003,m,35-44,31
21324,OM,2004,m,35-44,23
21325,OM,2005,m,35-44,24
21326,OM,2006,m,35-44,18
21327,OM,2007,m,35-44,25
21328,OM,2008,m,35-44,28
21329,PA,1980,m,35-44,0
21330,PA,1981,m,35-44,0
21331,PA,1982,m,35-44,0
21332,PA,1983,m,35-44,0
21333,PA,1984,m,35-44,0
21334,PA,1985,m,35-44,0
21335,PA,1986,m,35-44,0
21336,PA,1987,m,35-44,0
21337,PA,1988,m,35-44,0
21338,PA,1989,m,35-44,0
21339,PA,1990,m,35-44,0
21340,PA,1991,m,35-44,0
21341,PA,1992,m,35-44,0
21342,PA,1993,m,35-44,0
21343,PA,1994,m,35-44,0
21344,PA,1995,m,35-44,112
21345,PA,1996,m,35-44,87
21346,PA,1997,m,35-44,117
21347,PA,1998,m,35-44,10
21348,PA,1999,m,35-44,134
21349,PA,2000,m,35-44,61
21350,PA,2001,m,35-44,89
21351,PA,2002,m,35-44,101
21352,PA,2003,m,35-44,81
21353,PA,2004,m,35-44,118
21354,PA,2005,m,35-44,129
21355,PA,2006,m,35-44,107
21356,PA,2007,m,35-44,116
21357,PA,2008,m,35-44,91
21358,PE,1980,m,35-44,0
21359,PE,1981,m,35-44,0
21360,PE,1982,m,35-44,0
21361,PE,1983,m,35-44,0
21362,PE,1984,m,35-44,0
21363,PE,1985,m,35-44,0
21364,PE,1986,m,35-44,0
21365,PE,1987,m,35-44,0
21366,PE,1988,m,35-44,0
21367,PE,1989,m,35-44,0
21368,PE,1990,m,35-44,0
21369,PE,1991,m,35-44,0
21370,PE,1992,m,35-44,0
21371,PE,1993,m,35-44,0
21372,PE,1994,m,35-44,0
21373,PE,1995,m,35-44,454
21374,PE,1996,m,35-44,420
21375,PE,1997,m,35-44,1971
21376,PE,1998,m,35-44,2095
21377,PE,1999,m,35-44,1586
21378,PE,2000,m,35-44,1546
21379,PE,2001,m,35-44,1550
21380,PE,2002,m,35-44,298
21381,PE,2003,m,35-44,355
21382,PE,2004,m,35-44,1357
21383,PE,2005,m,35-44,1513
21384,PE,2006,m,35-44,1494
21385,PE,2007,m,35-44,1585
21386,PE,2008,m,35-44,1564
21387,PF,1980,m,35-44,0
21388,PF,1981,m,35-44,0
21389,PF,1982,m,35-44,0
21390,PF,1983,m,35-44,0
21391,PF,1984,m,35-44,0
21392,PF,1985,m,35-44,0
21393,PF,1986,m,35-44,0
21394,PF,1987,m,35-44,0
21395,PF,1988,m,35-44,0
21396,PF,1989,m,35-44,0
21397,PF,1990,m,35-44,0
21398,PF,1991,m,35-44,0
21399,PF,1992,m,35-44,0
21400,PF,1993,m,35-44,0
21401,PF,1994,m,35-44,0
21402,PF,1995,m,35-44,0
21403,PF,1996,m,35-44,5
21404,PF,1997,m,35-44,4
21405,PF,1998,m,35-44,3
21406,PF,1999,m,35-44,2
21407,PF,2000,m,35-44,4
21408,PF,2001,m,35-44,2
21409,PF,2002,m,35-44,1
21410,PF,2003,m,35-44,1
21411,PF,2004,m,35-44,3
21412,PF,2005,m,35-44,2
21413,PF,2006,m,35-44,3
21414,PF,2007,m,35-44,2
21415,PF,2008,m,35-44,1
21416,PG,1980,m,35-44,0
21417,PG,1981,m,35-44,0
21418,PG,1982,m,35-44,0
21419,PG,1983,m,35-44,0
21420,PG,1984,m,35-44,0
21421,PG,1985,m,35-44,0
21422,PG,1986,m,35-44,0
21423,PG,1987,m,35-44,0
21424,PG,1988,m,35-44,0
21425,PG,1989,m,35-44,0
21426,PG,1990,m,35-44,0
21427,PG,1991,m,35-44,0
21428,PG,1992,m,35-44,0
21429,PG,1993,m,35-44,0
21430,PG,1994,m,35-44,0
21431,PG,1995,m,35-44,0
21432,PG,1996,m,35-44,18
21433,PG,1997,m,35-44,5
21434,PG,1998,m,35-44,30
21435,PG,1999,m,35-44,9
21436,PG,2000,m,35-44,30
21437,PG,2001,m,35-44,29
21438,PG,2002,m,35-44,74
21439,PG,2003,m,35-44,96
21440,PG,2004,m,35-44,90
21441,PG,2005,m,35-44,108
21442,PG,2006,m,35-44,122
21443,PG,2007,m,35-44,112
21444,PG,2008,m,35-44,160
21445,PH,1980,m,35-44,0
21446,PH,1981,m,35-44,0
21447,PH,1982,m,35-44,0
21448,PH,1983,m,35-44,0
21449,PH,1984,m,35-44,0
21450,PH,1985,m,35-44,0
21451,PH,1986,m,35-44,0
21452,PH,1987,m,35-44,0
21453,PH,1988,m,35-44,0
21454,PH,1989,m,35-44,0
21455,PH,1990,m,35-44,0
21456,PH,1991,m,35-44,0
21457,PH,1992,m,35-44,0
21458,PH,1993,m,35-44,0
21459,PH,1994,m,35-44,0
21460,PH,1995,m,35-44,61
21461,PH,1996,m,35-44,58
21462,PH,1997,m,35-44,303
21463,PH,1998,m,35-44,356
21464,PH,1999,m,35-44,0
21465,PH,2000,m,35-44,0
21466,PH,2001,m,35-44,0
21467,PH,2002,m,35-44,0
21468,PH,2003,m,35-44,11458
21469,PH,2004,m,35-44,12229
21470,PH,2005,m,35-44,13253
21471,PH,2006,m,35-44,13478
21472,PH,2007,m,35-44,13810
21473,PH,2008,m,35-44,13529
21474,PK,1980,m,35-44,0
21475,PK,1981,m,35-44,0
21476,PK,1982,m,35-44,0
21477,PK,1983,m,35-44,0
21478,PK,1984,m,35-44,0
21479,PK,1985,m,35-44,0
21480,PK,1986,m,35-44,0
21481,PK,1987,m,35-44,0
21482,PK,1988,m,35-44,0
21483,PK,1989,m,35-44,0
21484,PK,1990,m,35-44,0
21485,PK,1991,m,35-44,0
21486,PK,1993,m,35-44,0
21487,PK,1994,m,35-44,0
21488,PK,1995,m,35-44,178
21489,PK,1996,m,35-44,0
21490,PK,1997,m,35-44,0
21491,PK,1998,m,35-44,328
21492,PK,1999,m,35-44,65
21493,PK,2000,m,35-44,256
21494,PK,2001,m,35-44,673
21495,PK,2002,m,35-44,1270
21496,PK,2003,m,35-44,1851
21497,PK,2004,m,35-44,2676
21498,PK,2005,m,35-44,4263
21499,PK,2006,m,35-44,5594
21500,PK,2007,m,35-44,7717
21501,PK,2008,m,35-44,8428
21502,PL,1980,m,35-44,0
21503,PL,1981,m,35-44,0
21504,PL,1982,m,35-44,0
21505,PL,1983,m,35-44,0
21506,PL,1984,m,35-44,0
21507,PL,1985,m,35-44,0
21508,PL,1986,m,35-44,0
21509,PL,1987,m,35-44,0
21510,PL,1988,m,35-44,0
21511,PL,1989,m,35-44,0
21512,PL,1990,m,35-44,0
21513,PL,1991,m,35-44,0
21514,PL,1992,m,35-44,0
21515,PL,1993,m,35-44,0
21516,PL,1994,m,35-44,0
21517,PL,1995,m,35-44,795
21518,PL,1996,m,35-44,1365
21519,PL,1997,m,35-44,781
21520,PL,1998,m,35-44,752
21521,PL,1999,m,35-44,681
21522,PL,2000,m,35-44,812
21523,PL,2001,m,35-44,603
21524,PL,2002,m,35-44,515
21525,PL,2003,m,35-44,436
21526,PL,2004,m,35-44,425
21527,PL,2005,m,35-44,389
21528,PL,2006,m,35-44,390
21529,PL,2007,m,35-44,395
21530,PL,2008,m,35-44,397
21531,PR,1980,m,35-44,0
21532,PR,1981,m,35-44,0
21533,PR,1982,m,35-44,0
21534,PR,1983,m,35-44,0
21535,PR,1984,m,35-44,0
21536,PR,1985,m,35-44,0
21537,PR,1986,m,35-44,0
21538,PR,1987,m,35-44,0
21539,PR,1988,m,35-44,0
21540,PR,1989,m,35-44,0
21541,PR,1990,m,35-44,0
21542,PR,1991,m,35-44,0
21543,PR,1993,m,35-44,0
21544,PR,1994,m,35-44,0
21545,PR,1995,m,35-44,20
21546,PR,1996,m,35-44,18
21547,PR,1997,m,35-44,18
21548,PR,1998,m,35-44,16
21549,PR,1999,m,35-44,22
21550,PR,2000,m,35-44,19
21551,PR,2001,m,35-44,11
21552,PR,2002,m,35-44,12
21553,PR,2003,m,35-44,8
21554,PR,2004,m,35-44,8
21555,PR,2005,m,35-44,7
21556,PR,2006,m,35-44,6
21557,PR,2007,m,35-44,9
21558,PR,2008,m,35-44,3
21559,PS,1980,m,35-44,0
21560,PS,1981,m,35-44,0
21561,PS,1982,m,35-44,0
21562,PS,1983,m,35-44,0
21563,PS,1984,m,35-44,0
21564,PS,1985,m,35-44,0
21565,PS,1986,m,35-44,0
21566,PS,1987,m,35-44,0
21567,PS,1988,m,35-44,0
21568,PS,1989,m,35-44,0
21569,PS,1990,m,35-44,0
21570,PS,1991,m,35-44,0
21571,PS,1992,m,35-44,0
21572,PS,1995,m,35-44,0
21573,PS,1996,m,35-44,2
21574,PS,1998,m,35-44,0
21575,PS,2000,m,35-44,0
21576,PS,2001,m,35-44,0
21577,PS,2002,m,35-44,0
21578,PS,2003,m,35-44,1
21579,PS,2004,m,35-44,0
21580,PS,2005,m,35-44,0
21581,PS,2006,m,35-44,4
21582,PS,2007,m,35-44,2
21583,PS,2008,m,35-44,3
21584,PT,1980,m,35-44,0
21585,PT,1981,m,35-44,0
21586,PT,1982,m,35-44,0
21587,PT,1983,m,35-44,0
21588,PT,1984,m,35-44,0
21589,PT,1985,m,35-44,0
21590,PT,1986,m,35-44,0
21591,PT,1987,m,35-44,0
21592,PT,1988,m,35-44,0
21593,PT,1989,m,35-44,0
21594,PT,1990,m,35-44,0
21595,PT,1991,m,35-44,0
21596,PT,1992,m,35-44,0
21597,PT,1993,m,35-44,0
21598,PT,1994,m,35-44,0
21599,PT,1995,m,35-44,328
21600,PT,1996,m,35-44,331
21601,PT,1997,m,35-44,303
21602,PT,1998,m,35-44,362
21603,PT,1999,m,35-44,378
21604,PT,2000,m,35-44,349
21605,PT,2001,m,35-44,356
21606,PT,2002,m,35-44,411
21607,PT,2003,m,35-44,333
21608,PT,2004,m,35-44,336
21609,PT,2005,m,35-44,284
21610,PT,2006,m,35-44,259
21611,PT,2007,m,35-44,268
21612,PT,2008,m,35-44,212
21613,PW,1980,m,35-44,0
21614,PW,1981,m,35-44,0
21615,PW,1982,m,35-44,0
21616,PW,1983,m,35-44,0
21617,PW,1984,m,35-44,0
21618,PW,1985,m,35-44,0
21619,PW,1986,m,35-44,0
21620,PW,1987,m,35-44,0
21621,PW,1988,m,35-44,0
21622,PW,1989,m,35-44,0
21623,PW,1991,m,35-44,0
21624,PW,1992,m,35-44,0
21625,PW,1993,m,35-44,0
21626,PW,1994,m,35-44,0
21627,PW,1995,m,35-44,0
21628,PW,1996,m,35-44,0
21629,PW,1997,m,35-44,2
21630,PW,1998,m,35-44,0
21631,PW,1999,m,35-44,5
21632,PW,2001,m,35-44,0
21633,PW,2002,m,35-44,1
21634,PW,2003,m,35-44,1
21635,PW,2004,m,35-44,0
21636,PW,2005,m,35-44,0
21637,PW,2006,m,35-44,2
21638,PW,2007,m,35-44,0
21639,PW,2008,m,35-44,0
21640,PY,1980,m,35-44,0
21641,PY,1981,m,35-44,0
21642,PY,1982,m,35-44,0
21643,PY,1983,m,35-44,0
21644,PY,1984,m,35-44,0
21645,PY,1985,m,35-44,0
21646,PY,1986,m,35-44,0
21647,PY,1987,m,35-44,0
21648,PY,1988,m,35-44,0
21649,PY,1989,m,35-44,0
21650,PY,1990,m,35-44,0
21651,PY,1991,m,35-44,0
21652,PY,1992,m,35-44,0
21653,PY,1993,m,35-44,0
21654,PY,1994,m,35-44,0
21655,PY,1995,m,35-44,96
21656,PY,1996,m,35-44,79
21657,PY,1997,m,35-44,75
21658,PY,1998,m,35-44,96
21659,PY,1999,m,35-44,111
21660,PY,2000,m,35-44,105
21661,PY,2001,m,35-44,85
21662,PY,2002,m,35-44,112
21663,PY,2003,m,35-44,109
21664,PY,2004,m,35-44,120
21665,PY,2005,m,35-44,136
21666,PY,2006,m,35-44,143
21667,PY,2007,m,35-44,152
21668,PY,2008,m,35-44,138
21669,QA,1980,m,35-44,0
21670,QA,1981,m,35-44,0
21671,QA,1982,m,35-44,0
21672,QA,1983,m,35-44,0
21673,QA,1984,m,35-44,0
21674,QA,1985,m,35-44,0
21675,QA,1986,m,35-44,0
21676,QA,1987,m,35-44,0
21677,QA,1988,m,35-44,0
21678,QA,1989,m,35-44,0
21679,QA,1990,m,35-44,0
21680,QA,1991,m,35-44,0
21681,QA,1993,m,35-44,0
21682,QA,1994,m,35-44,0
21683,QA,1995,m,35-44,11
21684,QA,1996,m,35-44,16
21685,QA,1997,m,35-44,7
21686,QA,1998,m,35-44,8
21687,QA,1999,m,35-44,12
21688,QA,2000,m,35-44,9
21689,QA,2001,m,35-44,3
21690,QA,2002,m,35-44,9
21691,QA,2003,m,35-44,17
21692,QA,2004,m,35-44,13
21693,QA,2005,m,35-44,17
21694,QA,2006,m,35-44,17
21695,QA,2007,m,35-44,19
21696,QA,2008,m,35-44,26
21697,RO,1980,m,35-44,0
21698,RO,1981,m,35-44,0
21699,RO,1982,m,35-44,0
21700,RO,1983,m,35-44,0
21701,RO,1984,m,35-44,0
21702,RO,1985,m,35-44,0
21703,RO,1986,m,35-44,0
21704,RO,1987,m,35-44,0
21705,RO,1988,m,35-44,0
21706,RO,1989,m,35-44,0
21707,RO,1990,m,35-44,0
21708,RO,1991,m,35-44,0
21709,RO,1992,m,35-44,0
21710,RO,1993,m,35-44,0
21711,RO,1994,m,35-44,0
21712,RO,1995,m,35-44,3608
21713,RO,1996,m,35-44,2606
21714,RO,1997,m,35-44,2535
21715,RO,1998,m,35-44,2327
21716,RO,1999,m,35-44,2043
21717,RO,2000,m,35-44,1799
21718,RO,2001,m,35-44,1925
21719,RO,2002,m,35-44,1854
21720,RO,2003,m,35-44,1695
21721,RO,2004,m,35-44,1798
21722,RO,2005,m,35-44,1786
21723,RO,2006,m,35-44,1624
21724,RO,2007,m,35-44,1559
21725,RO,2008,m,35-44,1656
21726,RS,2005,m,35-44,118
21727,RS,2006,m,35-44,107
21728,RS,2007,m,35-44,102
21729,RS,2008,m,35-44,86
21730,RU,1980,m,35-44,0
21731,RU,1981,m,35-44,0
21732,RU,1982,m,35-44,0
21733,RU,1983,m,35-44,0
21734,RU,1984,m,35-44,0
21735,RU,1985,m,35-44,0
21736,RU,1986,m,35-44,0
21737,RU,1987,m,35-44,0
21738,RU,1988,m,35-44,0
21739,RU,1989,m,35-44,0
21740,RU,1990,m,35-44,0
21741,RU,1991,m,35-44,0
21742,RU,1992,m,35-44,0
21743,RU,1993,m,35-44,0
21744,RU,1994,m,35-44,0
21745,RU,1995,m,35-44,0
21746,RU,1996,m,35-44,69
21747,RU,1997,m,35-44,150
21748,RU,1998,m,35-44,161
21749,RU,1999,m,35-44,5037
21750,RU,2000,m,35-44,596
21751,RU,2001,m,35-44,5912
21752,RU,2002,m,35-44,6003
21753,RU,2003,m,35-44,5979
21754,RU,2004,m,35-44,6165
21755,RU,2005,m,35-44,0
21756,RU,2006,m,35-44,5923
21757,RU,2007,m,35-44,5874
21758,RU,2008,m,35-44,6005
21759,RW,1980,m,35-44,0
21760,RW,1981,m,35-44,0
21761,RW,1983,m,35-44,0
21762,RW,1984,m,35-44,0
21763,RW,1985,m,35-44,0
21764,RW,1986,m,35-44,0
21765,RW,1987,m,35-44,0
21766,RW,1988,m,35-44,0
21767,RW,1989,m,35-44,0
21768,RW,1990,m,35-44,0
21769,RW,1991,m,35-44,0
21770,RW,1995,m,35-44,0
21771,RW,1996,m,35-44,325
21772,RW,1997,m,35-44,537
21773,RW,1998,m,35-44,0
21774,RW,1999,m,35-44,424
21775,RW,2000,m,35-44,824
21776,RW,2001,m,35-44,0
21777,RW,2002,m,35-44,184
21778,RW,2003,m,35-44,424
21779,RW,2004,m,35-44,595
21780,RW,2005,m,35-44,592
21781,RW,2006,m,35-44,591
21782,RW,2007,m,35-44,556
21783,RW,2008,m,35-44,573
21784,SA,1980,m,35-44,0
21785,SA,1981,m,35-44,0
21786,SA,1982,m,35-44,0
21787,SA,1983,m,35-44,0
21788,SA,1984,m,35-44,0
21789,SA,1985,m,35-44,0
21790,SA,1986,m,35-44,0
21791,SA,1987,m,35-44,0
21792,SA,1988,m,35-44,0
21793,SA,1989,m,35-44,0
21794,SA,1990,m,35-44,0
21795,SA,1991,m,35-44,0
21796,SA,1992,m,35-44,0
21797,SA,1993,m,35-44,0
21798,SA,1994,m,35-44,0
21799,SA,1996,m,35-44,0
21800,SA,1997,m,35-44,0
21801,SA,1998,m,35-44,96
21802,SA,1999,m,35-44,245
21803,SA,2000,m,35-44,213
21804,SA,2001,m,35-44,163
21805,SA,2002,m,35-44,211
21806,SA,2003,m,35-44,200
21807,SA,2004,m,35-44,217
21808,SA,2005,m,35-44,201
21809,SA,2006,m,35-44,229
21810,SA,2007,m,35-44,219
21811,SA,2008,m,35-44,184
